"Class","AMC24","AMC29","AMC2","AMC23","AMC25","AMC21","AMC26","AMC28","AMC20","AMC22","AMC27","AMC33","AMC34","AMC36","AMC30","AMC35","AMC37","AMC32","AMC39","AMC38","AMC3","AMC31","AMC46","AMC43","AMC48","AMC40","AMC45","AMC42","AMC49","AMC4","AMC47","AMC44","AMC41","AMC51","AMC53","AMC55","AMC50","AMC5","AMC54","AMC59","AMC58","AMC56","AMC52","AMC57","AMC65","AMC66","AMC61","AMC62","AMC67","AMC60","AMC63","AMC68","AMC69","AMC6","AMC64","AMC71","AMC78","AMC77","AMC79","AMC74","AMC76","AMC7","AMC72","AMC70","AMC75","AMC73","AMC92","AMC9","AMC98","AMC96","AMC8","AMC80","AMC94","AMC95","AMC97","AMC93","AMC91","AMC10","AMC1","AMC18","AMC19","AMC16","AMC12","AMC14","AMC11","AMC13","AMC15","AMC17","Broadclass","unique"
"Multi-metal Resistance",0.135148764498235,0.178571428571429,0.180645161290323,0.139065420560748,0.126019575856444,0.0769230769230769,0.14233907524932,0.123519191280998,0.133333333333333,0.122685185185185,0.12653019236704,0.122847746179145,0.153846153846154,0.128318584070796,0.131994261119082,0.143408252264341,0.0899705014749263,0.141775636613902,0.114942528735632,0.137096774193548,0.105263157894737,0.144927536231884,0.154220779220779,0.13239376468076,0.0757575757575758,0.13271043492641,0.136920618007459,0.158210583742499,0.124861878453039,0.131760011008669,0.134115836059265,0.128762832782321,0.0909090909090909,0.0754716981132075,0.129269188395152,0.140761548064919,0.103202846975089,0.119180633147114,0.136402086564218,0.128364389233955,0.080188679245283,0.153846153846154,0.147907809353323,0.133091568449683,0.148325358851675,0.152442297369834,0.130434782608696,0.139776357827476,0.0982905982905983,0.115136430678466,0.140845070422535,0.0984654731457801,0.136158313615831,0.137992353516493,0.157894736842105,0.12280701754386,0.128440366972477,0.136712749615975,0.143964562569214,0.138089758342923,0.171726755218216,0.206896551724138,0.120418848167539,0.0714285714285714,0,0.155172413793103,0.127693965517241,0.118766404199475,0.129371515458692,0.140945969273261,0.117021276595745,0.151898734177215,0.132113821138211,0.128499514263005,0.134441087613293,0.131808708387315,0.135498252801542,0.14917695473251,0.12382851445663,0.1577752553916,0.0625,0.145220588235294,0.0509267278711242,0.180722891566265,0.122448979591837,0.0673076923076923,0.138647151898734,0.129439252336449,"Metals","Multi-metal Resistance"
"Mupirocin",0.00806858295511851,0.0238095238095238,0,0.00523364485981308,0.00570962479608483,0.014957264957265,0,0.00568630548096667,0.00606060606060606,0.00445156695156695,0.0052463738298529,0.00502998645772877,0,0.00642306594347702,0.00609756097560976,0.00519959745051996,0.0162241887905605,0.00435879788942418,0,0.004982953055337,0.0315789473684211,0,0,0.00640614990390775,0,0.00570530841739706,0.00362280234416622,0.00327332242225859,0.00552486187845304,0.0054355304802532,0.00577256109293823,0.00504611101444232,0,0,0.00532500918105031,0.00873907615480649,0.00355871886120996,0.00558659217877095,0.00430001409840688,0.0072463768115942,0.00943396226415094,0,0.00358021928843142,0.00598368087035358,0.00239234449760766,0.00107353730542136,0,0,0.0170940170940171,0.00571533923303835,0,0.0115089514066496,0.00451710045171004,0.00453454254467858,0,0.00389863547758285,0.0018348623853211,0,0.0044296788482835,0,0.00189753320683112,0,0.00465386852821408,0,0,0.0191570881226054,0.00646551724137931,0.00442913385826772,0.00506842372022301,0.00474710857931987,0.0638297872340425,0.0253164556962025,0.00359599749843652,0.00476905413759604,0.00428808108371504,0.00433729510505267,0.00512109892758164,0,0.00418743768693918,0,0,0.00919117647058824,0.0523124891737398,0,0,0,0.00494462025316456,0.00373831775700935,"Drugs","Mupirocin"
"Mycobacterium tuberculosis-specific Drug",0.00201714573877963,0,0,0.000747663551401869,0.00122349102773246,0,0,0.00126362344021482,0,0.00178062678062678,0.00102870075095155,0.00077384407041981,0,0.00114187838995147,0.00125538020086083,0.00134183160013418,0.00589970501474926,0.00137646249139711,0,0.0014424337791765,0,0,0,0.000854153320521034,0,0.000992227550851662,0.00138518913159297,0.0010911074740862,0,0.00103206274941516,0.00192418703097941,0.00139203062467374,0,0,0.0012853470437018,0.000624219725343321,0,0,0.00126885661920203,0.0020703933747412,0,0,0.000447527411053927,0.00126926563916591,0,0.00322061191626409,0,0,0,0.00119837758112094,0,0,0.000860400086040009,0.00155597048101716,0,0,0,0,0,0,0,0,0.00116346713205352,0,0,0,0.000538793103448276,0.00131233595800525,0.0010136847440446,0.000863110650785431,0,0,0.00140712945590994,0.00141305307780624,0.00107202027092876,0.00180251225145046,0.00150620556693578,0,0.00199401794616152,0,0,0,0,0,0,0,0.00158227848101266,0.00233644859813084,"Drugs","Mycobacterium tuberculosis-specific Drug"
"Nickel Resistance",0.00504286434694907,0,0.0129032258064516,0.00897196261682243,0.00856443719412724,0.00854700854700855,0.0299184043517679,0.00631811720107408,0.0545454545454545,0.00694444444444445,0.0063779446558996,0.00947958986264268,0.0307692307692308,0.00656580074222095,0.00753228120516499,0.00704461590070446,0.0117994100294985,0.00802936453314981,0.0229885057471264,0.00583530028848676,0.0210526315789474,0.0869565217391304,0.0430194805194805,0.00811445654494982,0,0.00835124855300149,0.00905700586041556,0.00763775231860338,0.0320441988950276,0.00832530617861566,0.00634981720223206,0.00522011484252654,0.0202020202020202,0,0.0077120822622108,0.00749063670411985,0.0462633451957295,0.0148975791433892,0.00704920344001128,0.0082815734989648,0.0518867924528302,0.0341880341880342,0.00604162004922801,0.00725294650951949,0.041866028708134,0.0059044551798175,0,0.0375399361022364,0.00854700854700855,0.00682153392330383,0.0234741784037559,0.0127877237851662,0.00742095074209508,0.00622388192406864,0.037593984962406,0.0116959064327485,0.0394495412844037,0.0399385560675883,0.0509413067552602,0.0356731875719218,0.0407969639468691,0.0344827586206897,0.00930773705642816,0.0178571428571429,0.05,0.0344827586206897,0.00592672413793103,0.00820209973753281,0.00684237202230106,0.00750906266183325,0.0212765957446809,0,0.0075046904315197,0.00750684447584562,0.00706558814930319,0.00709739199008618,0.00795276539342089,0.0360082304526749,0.00877367896311067,0.0249716231555051,0,0.00919117647058824,0.000692880651307812,0.0550774526678141,0.0714285714285714,0.0673076923076923,0.0067246835443038,0.00864485981308411,"Metals","Nickel Resistance"
"Nucleosides",0.00100857286938981,0,0,0.00224299065420561,0.000407830342577488,0,0,0.000631811720107408,0,0.00106837606837607,0.00164592120152248,0.00116076610562972,0,0.00171281758492721,0.00215208034433285,0.00134183160013418,0,0.000917641660931406,0,0.001311303435615,0,0,0,0.000854153320521034,0.0227272727272727,0.000826856292376385,0.000426212040490144,0.00218221494817239,0,0.00116967111600385,0.000769674812391764,0.000696015312336871,0,0,0.000918105031215571,0.00124843945068664,0,0.00186219739292365,0.000704920344001128,0,0,0,0.00134258223316178,0.000725294650951949,0,0.00107353730542136,0,0.00159744408945687,0,0.000553097345132743,0,0,0.00129060012906001,0.0010669511869832,0,0,0,0.00307219662058372,0.00110741971207087,0,0,0,0.00116346713205352,0,0,0,0.000808189655172414,0.00131233595800525,0.0010136847440446,0.0012083549110996,0,0,0.00109443402126329,0.000883158173628897,0.00116947665919501,0.00135188418858784,0.000843475117484034,0,0.00199401794616152,0,0,0.00183823529411765,0.000519660488480859,0,0,0,0.00118670886075949,0.000934579439252336,"Drugs","Nucleosides"
"Peroxide_resistance",0,0,0,0.00149532710280374,0,0,0.00453309156844968,0.000315905860053704,0.0121212121212121,0.000356125356125356,0.000617220450570929,0.00116076610562972,0,0.000570939194975735,0.000717360114777618,0.000670915800067092,0.00442477876106195,0.00137646249139711,0,0.001311303435615,0,0,0.0121753246753247,0.000854153320521034,0.0151515151515152,0.000744170663138746,0.000852424080980288,0.0010911074740862,0.00994475138121547,0.000756846016237787,0.00115451221858765,0.000696015312336871,0,0.0188679245283019,0,0.00124843945068664,0.00711743772241993,0.00186219739292365,0.000704920344001128,0,0,0.00854700854700855,0.000895054822107854,0.000725294650951949,0.00598086124401914,0.00107353730542136,0,0.00399361022364217,0.00284900284900285,0.0012905604719764,0,0.00255754475703325,0.00107550010755001,0.000889125989152663,0.00300751879699248,0.0253411306042885,0.0055045871559633,0.00768049155145929,0.00553709856035437,0.00575373993095512,0.00379506641366224,0,0.00116346713205352,0,0.05,0.00383141762452107,0.000808189655172414,0.000656167979002625,0.000760263558033452,0.00103573278094252,0,0,0.000781738586616635,0.000529894904177338,0.000974563882662509,0.00090125612572523,0.000722978672129172,0.0113168724279835,0.00239282153539382,0.00794551645856981,0,0,0.00121254113978867,0.00172117039586919,0.0204081632653061,0.0192307692307692,0.000395569620253165,0,"Biocides","Peroxide_resistance"
"Phenicol",0.0110943015632879,0,0,0.00672897196261682,0.0097879282218597,0.00427350427350427,0,0.0118464697520139,0.0242424242424242,0.0119301994301994,0.0103898775846106,0.0127684271619269,0,0.00785041393091636,0.00573888091822095,0.00972827910097283,0.0117994100294985,0.0075705437026841,0.0229885057471264,0.0119328612640965,0,0,0.00162337662337662,0.0108904548366432,0.0151515151515152,0.0103357036547048,0.0107618540223761,0.00327332242225859,0.00441988950276243,0.0130039906426311,0.00865884163940735,0.0102662258569689,0,0,0.0121189864120455,0.0131086142322097,0.00711743772241993,0.0037243947858473,0.0102213449880164,0.0124223602484472,0.00943396226415094,0.0170940170940171,0.01253076750951,0.0174070716228468,0.00478468899521531,0.0139559849704777,0,0.00159744408945687,0.0142450142450142,0.0121681415929204,0,0.00767263427109974,0.0106474510647451,0.0117364630568151,0.00300751879699248,0.00779727095516569,0.0036697247706422,0.00307219662058372,0,0.00230149597238205,0.00189753320683112,0,0.012216404886562,0.0357142857142857,0,0.00766283524904215,0.0102370689655172,0.01000656167979,0.00861632032437912,0.0103573278094252,0,0,0.0107879924953096,0.0135123200565221,0.0113536692330182,0.0102517884301245,0.0122906374261959,0.00411522633744856,0.00897308075772682,0,0,0.0183823529411765,0.00363762341936601,0,0,0,0.0116693037974684,0.0107476635514019,"Drugs","Phenicol"
"Phenolic_compound_resistance",0.00605143721633888,0,0,0.00598130841121495,0.0097879282218597,0.00213675213675214,0.0126926563916591,0.00963512873163797,0.0242424242424242,0.0119301994301994,0.00946404690875424,0.0125749661443219,0,0.010705109905795,0.0118364418938307,0.00788326065078833,0.00294985250737463,0.00871759577884836,0.0229885057471264,0.0109493836873853,0,0,0.00487012987012987,0.013239376468076,0,0.00917810484537787,0.0128929142248269,0.0125477359519913,0.00994475138121547,0.00949497729461951,0.00942851645179912,0.0113102488254742,0.0202020202020202,0,0.0089974293059126,0.00873907615480649,0.00711743772241993,0.00931098696461825,0.01247709008882,0.0087991718426501,0.00943396226415094,0,0.0116357126874021,0.00689029918404352,0.0119617224880383,0.00858829844337091,0,0.00479233226837061,0.0113960113960114,0.0109697640117994,0,0.00767263427109974,0.0110776511077651,0.00982484218013693,0.00601503759398496,0.00389863547758285,0.00458715596330275,0.00614439324116743,0.00553709856035437,0.00345224395857307,0.00189753320683112,0,0.00698080279232112,0.0178571428571429,0,0.00766283524904215,0.0123922413793103,0.0111548556430446,0.00988342625443487,0.0104436388745037,0,0,0.0108661663539712,0.00891989755365186,0.0105740181268882,0.012673914268011,0.0119893963128088,0.00411522633744856,0.00797607178464606,0,0.125,0.00643382352941176,0.00467694439632773,0.00344234079173838,0,0,0.0118670886075949,0.0119158878504673,"Biocides","Phenolic_compound_resistance"
"Rifampin",0.00605143721633888,0,0,0.0149532710280374,0.0097879282218597,0.00854700854700855,0.00362647325475975,0.0101089875217185,0,0.011039886039886,0.0127558893117992,0.0127684271619269,0,0.0111333143020268,0.0114777618364419,0.011070110701107,0.0147492625368732,0.0075705437026841,0,0.00813008130081301,0,0,0.00162337662337662,0.013239376468076,0.0151515151515152,0.00909541921614024,0.0111880660628663,0.00490998363338789,0,0.00908215219485345,0.00942851645179912,0.0102662258569689,0,0,0.0121189864120455,0.00530586766541823,0,0,0.00944593260961511,0.0134575569358178,0.00943396226415094,0,0.0107406578652943,0.00906618313689937,0.00239234449760766,0.00966183574879227,0,0,0.0056980056980057,0.0101401179941003,0,0.00255754475703325,0.0095719509571951,0.00840224059749266,0.00300751879699248,0,0,0,0,0,0,0,0.0127981384525887,0,0,0.00383141762452107,0.00767780172413793,0.0106627296587927,0.00912316269640142,0.00975315035387537,0,0,0.00867729831144465,0.00865495010156319,0.00779651106130007,0.00811130513152707,0.00933847451500181,0,0.00837487537387836,0.00227014755959137,0,0.0128676470588235,0.00311796293088516,0.00344234079173838,0,0,0.00929588607594937,0.011214953271028,"Drugs","Rifampin"
"Sodium Resistance",0,0,0.0129032258064516,0,0,0,0.013599274705349,0,0,0,0,0.000386922035209905,0,0,0,0,0,0.000458820830465703,0,0.000262260687123,0.0210526315789474,0,0.0251623376623377,0,0.0151515151515152,0.000661485033901108,0.000213106020245072,0,0.0165745856353591,0.000137608366588689,0.000384837406195882,0.000522011484252654,0,0,0,0.000624219725343321,0.00711743772241993,0.00186219739292365,0.000422952206400677,0.0010351966873706,0.0235849056603774,0.0170940170940171,0,0,0.0215311004784689,0,0.0217391304347826,0.018370607028754,0,0.000184365781710914,0.00938967136150235,0,0,0.000266737796745799,0.0255639097744361,0.0194931773879142,0.0192660550458716,0.0153609831029186,0.0221483942414175,0.0126582278481013,0.0284629981024668,0.0172413793103448,0,0,0,0.00766283524904215,0.000538793103448276,0,0.000253421186011151,0.000345244260314172,0,0,0,0.000176631634725779,9.74563882662509e-05,0.000112657015715654,0,0.0216049382716049,0.000398803589232303,0.0249716231555051,0,0,0.000692880651307812,0.0206540447504303,0.0204081632653061,0.0192307692307692,0,0,"Metals","Sodium Resistance"
"Sulfonamides",0.00201714573877963,0,0,0,0.00203915171288744,0.0235042735042735,0.00362647325475975,0.000947717580161112,0,0.00178062678062678,0.00267462195247403,0.00232153221125943,0,0.00199828718241507,0.00215208034433285,0.00234820530023482,0.0265486725663717,0.00229410415232852,0,0.002360346184107,0,0.0144927536231884,0,0.000854153320521034,0.0303030303030303,0.00264594013560443,0.00213106020245072,0.0010911074740862,0.00220994475138122,0.00454107609742672,0.00115451221858765,0.00174003828084218,0,0.00943396226415094,0.00110172603745869,0.00124843945068664,0,0.0614525139664805,0.000986888481601579,0.0010351966873706,0,0,0.00134258223316178,0.000725294650951949,0.00478468899521531,0.00107353730542136,0.0217391304347826,0,0.0113960113960114,0.00165929203539823,0,0.0230179028132992,0.000215100021510002,0.00195607717613586,0,0.0155945419103314,0.0018348623853211,0,0,0,0,0,0,0.0178571428571429,0,0.00383141762452107,0.000808189655172414,0.000984251968503937,0.0010136847440446,0.00207146556188503,0,0.0126582278481013,0.00125078173858662,0.00176631634725779,0.00253386609492252,0.00225314031431307,0.00192794312567779,0.00411522633744856,0.000398803589232303,0,0,0.00183823529411765,0.00640914602459726,0,0,0.0192307692307692,0.00178006329113924,0.000467289719626168,"Drugs","Sulfonamides"
"Tellurium_resistance",0.00403429147755925,0,0,0.00261682242990654,0.0032626427406199,0.00427350427350427,0,0.00552835255093982,0,0.00694444444444444,0.00452628330418681,0.00425614238730896,0,0.00428204396231801,0.00484218077474892,0.00553505535055351,0.00884955752212389,0.00481761871988988,0,0.0048518227117755,0,0.0289855072463768,0,0.00363015161221439,0.0151515151515152,0.00463039523730776,0.00618007458710709,0.00327332242225859,0,0.00502270538048713,0.00711949201462382,0.00556812249869497,0,0,0.00587587219977965,0.00749063670411985,0.00711743772241993,0.0037243947858473,0.00634428309601015,0.0020703933747412,0,0,0.0049228015215932,0.00471441523118767,0.00239234449760766,0.00644122383252818,0,0.00399361022364217,0.00854700854700855,0.00626843657817109,0.00938967136150235,0.0051150895140665,0.00526995052699505,0.00515693073708545,0,0.00389863547758285,0,0,0,0.00230149597238205,0,0,0.00465386852821408,0,0,0.00766283524904215,0.00511853448275862,0.00492125984251968,0.00481500253421186,0.00483341964439841,0,0,0.00641025641025641,0.00547558067649916,0.0057499269077088,0.0060834788486453,0.0052415953729365,0.00205761316872428,0.00598205383848455,0,0.0625,0.00919117647058824,0.00311796293088516,0,0,0,0.00415348101265823,0.00747663551401869,"Metals","Tellurium_resistance"
"Tetracenomycin",0.00100857286938981,0,0,0.000747663551401869,0.00203915171288744,0.00854700854700855,0.00181323662737987,0.00205338809034908,0,0.00178062678062678,0.00185166135171279,0.00232153221125943,0,0.00142734798743934,0.00143472022955524,0.000670915800067092,0,0.00137646249139711,0,0.001311303435615,0,0,0,0.000854153320521034,0,0.00198445510170332,0.00255727224294086,0.0010911074740862,0,0.0018577129489473,0.000384837406195882,0.00174003828084218,0,0,0.00220345207491737,0,0,0,0.00126885661920203,0.0020703933747412,0,0,0.00179010964421571,0.000362647325475975,0,0.00107353730542136,0,0,0.00284900284900285,0.00184365781710914,0,0,0.00279630027963003,0.00155597048101716,0,0,0,0,0,0,0,0,0,0,0,0,0.00134698275862069,0.00131233595800525,0.00228079067410035,0.00172622130157086,0,0,0.0017198248905566,0.00105978980835468,0.00233895331839002,0.00129555568073002,0.00180744668032293,0,0.00279162512462612,0,0,0.00367647058823529,0.000346440325653906,0,0,0,0.00237341772151899,0.0014018691588785,"Drugs","Tetracenomycin"
"Tetracyclines",0.0353000504286435,0.0714285714285714,0.0838709677419355,0.0306542056074766,0.0222267536704731,0.0811965811965812,0.0108794197642792,0.0243247512241352,0.0545454545454545,0.0320512820512821,0.0237629873469808,0.0249564712710389,0.0307692307692308,0.0256922637739081,0.0224175035868006,0.0249916135524992,0.131268436578171,0.0243175040146823,0,0.0249803304484658,0.0947368421052631,0.115942028985507,0.0105519480519481,0.0262652146060218,0.0303030303030303,0.0260459732098561,0.0225892381459776,0.0376432078559738,0.0121546961325967,0.0235310306866657,0.01962670771599,0.0273186010092222,0.101010101010101,0.0566037735849057,0.0264414248990084,0.0252808988764045,0.00711743772241993,0.0335195530726257,0.0221344988016354,0.0289855072463768,0.0330188679245283,0.0341880341880342,0.0268516446632356,0.0273798730734361,0.0155502392344498,0.0144927536231884,0.217391304347826,0.0231629392971246,0.0740740740740741,0.03023598820059,0.0234741784037559,0.107416879795396,0.0208647020864702,0.0220058682315284,0.0255639097744361,0.0350877192982456,0.0055045871559633,0.00921658986175115,0.0232558139534884,0.0161104718066743,0.0104364326375712,0,0.0180337405468295,0.214285714285714,0.05,0.0421455938697318,0.02734375,0.026738845144357,0.0230613279270147,0.0237355428965993,0.0638297872340425,0.10126582278481,0.023686679174484,0.0273779033824958,0.0255335737257577,0.0264180701853208,0.0231353175081335,0.00617283950617284,0.0235294117647059,0.0227014755959137,0.0625,0.0294117647058824,0.441364974883076,0.0120481927710843,0.0408163265306122,0.125,0.0233386075949367,0.0282710280373832,"Drugs","Tetracyclines"
"Trimethoprim",0,0,0,0.00149532710280374,0.000407830342577488,0.00213675213675214,0,0.00126362344021482,0.0121212121212121,0,0.00123444090114186,0.000386922035209905,0,0.000856408792463603,0.000717360114777618,0.000335457900033546,0,0.000458820830465703,0,0.000786782061369001,0,0,0,0.000427076660260517,0,0.00132297006780222,0.0014917421417155,0.00218221494817239,0,0.000688041832943443,0.000769674812391764,0.000348007656168436,0,0,0,0.000624219725343321,0,0,0.000704920344001128,0,0,0.00854700854700855,0.000895054822107854,0.0014505893019039,0,0.00214707461084273,0,0,0,0.00110619469026549,0,0,0.00129060012906001,0.000622388192406864,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0.000808189655172414,0.000984251968503937,0.000760263558033452,0.00129466597617815,0,0,0.000625390869293308,0.00123642144308046,0.000682194717863756,0.00112657015715654,0.00108446800819376,0,0.000797607178464606,0.00454029511918275,0,0.00367647058823529,0.00103932097696172,0,0,0,0.000395569620253165,0.000467289719626168,"Drugs","Trimethoprim"
"Zinc_resistance",0.00100857286938981,0,0.0129032258064516,0.00373831775700935,0.0018352365415987,0.0170940170940171,0.0235720761559383,0.00347496446059074,0.0363636363636364,0.0016025641025641,0.00144018105133217,0.00290191526407429,0.0307692307692308,0.00314016557236654,0.00484218077474892,0.00134183160013418,0.00294985250737463,0.00275292498279422,0,0.0019669551534225,0.0210526315789474,0,0.0430194805194805,0.00170830664104207,0.0303030303030303,0.00223251198941624,0.00191795418220565,0.00545553737043099,0.0287292817679558,0.00165130039906426,0.00269386184337118,0.00278406124934749,0.0202020202020202,0.0471698113207547,0.00146896804994491,0.00499375780274657,0.0177935943060498,0.0223463687150838,0.00253771323840406,0.0020703933747412,0,0.00854700854700855,0.00179010964421571,0.00217588395285585,0.027511961722488,0.00107353730542136,0,0.0327476038338658,0.0113960113960114,0.00165929203539823,0.0375586854460094,0.00255754475703325,0.00225855022585502,0.00200053347559349,0.0360902255639098,0.0292397660818713,0.0229357798165138,0.0276497695852535,0.0299003322259136,0.0345224395857307,0.0265654648956357,0.0689655172413793,0.00232693426410704,0,0.05,0.0114942528735632,0.00282866379310345,0.00246062992125984,0.00278763304612266,0.00267564301743484,0,0,0.00336147592245153,0.00211957961670935,0.00272877887145502,0.00185884075930829,0.00132546089890348,0.037037037037037,0.00239282153539382,0.0272417707150965,0,0,0.00173220162826953,0.0275387263339071,0.0204081632653061,0.0192307692307692,0.00158227848101266,0.00327102803738318,"Metals","Zinc_resistance"
